Thu Oct 12 2023 15:34:20 GMT+0000 (Coordinated Universal Time) - Run Time: 3051ms

Cross Tabulation Query Form - Person - 2016 v1.1

Row: 2006 GTA zone of household - gta06_hhld
Column: Income range of household - income


Filters:
No Filters

Persons 2016 
Table: 

,$0 to $14999,$15000 to $39999,$40000 to $59999,$60000 to $99999,$100000 to $124999,$125000 and above,Decline / don't know
7100,14,89,95,106,101,55,223
7101,73,130,39,213,77,172,203
7102,0,25,0,0,0,0,0
7103,0,31,105,101,169,140,96
7104,0,34,194,142,99,569,78
7105,0,23,140,53,0,149,59
7106,0,0,52,47,29,0,201
7107,0,0,44,43,0,0,22
7108,144,193,62,139,100,27,45
7109,0,96,11,103,0,17,47
7110,0,25,100,236,63,776,459
7111,46,90,274,272,124,145,268
7112,32,291,154,619,57,180,95
7113,39,253,546,26,193,79,0
7114,0,0,13,0,0,0,0
7115,15,227,39,319,349,248,60
7116,0,94,17,147,62,214,14
7117,18,30,210,391,254,1029,286
7118,49,331,271,851,168,310,141
7119,0,0,10,144,174,0,40
7121,0,202,229,233,130,178,42
7122,0,11,0,0,0,77,9
7123,25,169,461,56,110,295,191
7124,0,17,25,214,0,586,125
7125,61,119,117,66,89,128,250
7126,52,301,0,148,0,43,48
7127,0,15,0,0,0,0,0
7128,45,251,276,449,110,25,163
7129,0,259,45,321,99,64,32
7130,0,0,0,30,0,0,0
7131,0,0,10,0,0,0,0
7132,0,0,11,0,283,16,0
7133,69,0,327,0,0,0,94
7134,275,181,254,229,60,135,49
7135,0,0,0,0,0,24,0
7136,23,180,77,17,301,323,14
7137,85,248,151,319,154,281,297
7138,0,322,56,145,0,0,39
7139,44,276,130,524,62,148,115
7141,154,221,493,430,48,171,104
7142,90,253,108,81,153,196,226
7143,221,459,279,250,25,115,162
7146,0,380,140,229,63,175,97
7147,0,0,0,0,0,0,11
7149,38,118,40,434,285,179,115
7150,0,26,25,181,271,108,140
7151,58,204,338,466,465,174,347
7152,174,627,245,365,259,307,330
7153,111,232,98,138,64,285,63
7154,132,384,643,105,162,15,71
7155,0,160,73,17,31,32,30
7156,36,43,70,526,95,97,52
7157,0,138,138,470,63,148,291
7158,78,229,69,643,39,131,153
7160,20,46,109,378,288,77,41
7161,23,400,70,110,0,28,44
7162,0,0,0,43,13,0,0
7163,0,16,0,84,0,0,31
7164,0,29,61,53,8,0,32
7165,13,0,124,115,78,36,50
7166,0,29,0,64,28,0,0
7167,0,0,19,164,94,187,17
7168,99,95,181,339,57,192,619
7170,0,106,394,761,126,307,122
7171,0,208,165,146,87,1180,203
7172,29,307,157,431,87,97,241
7173,43,355,334,132,303,0,119
7174,0,136,490,627,697,994,267
7175,0,116,188,262,339,598,529
7176,169,86,589,825,230,562,195
7177,146,425,926,732,233,7,332
7178,74,134,198,129,77,177,22
7180,143,996,814,1147,305,140,584
7181,480,72,515,109,166,0,19
7185,0,235,260,734,397,952,345
7186,0,35,0,549,180,289,87
7187,0,75,605,407,373,786,477
7188,19,44,267,642,240,1237,494
7189,7,359,188,109,0,0,548
7190,13,198,121,144,103,185,226
7191,66,79,56,276,83,184,106
7192,135,267,656,756,130,253,30
7194,129,296,355,461,459,418,244
7195,93,776,779,296,190,110,660
7196,0,26,0,0,0,0,0
7198,10,21,338,362,132,795,28
7199,0,0,0,0,20,0,24
7201,0,0,0,20,0,0,0
7204,0,0,0,27,18,352,152
7205,0,0,0,0,27,0,0
7207,242,587,498,915,384,511,828
7208,67,694,942,1095,91,384,595
7209,12,893,410,930,63,193,389
7210,0,294,524,959,809,253,300
7211,0,215,139,401,291,410,433
7212,17,246,529,1904,827,1248,985
7213,15,230,0,550,353,136,148
7214,69,822,942,2724,1610,1415,2331
7215,0,31,244,151,193,218,180
7216,105,209,249,1280,776,1228,66
7218,0,0,178,519,0,101,0
7219,0,23,52,195,10,272,294
7220,0,0,21,0,0,0,0
7221,0,186,97,341,104,195,416
7222,0,0,51,0,0,0,0
7225,31,341,639,1580,532,879,367
7228,0,91,357,1020,248,408,97
7229,25,373,315,844,278,393,495
7230,72,0,274,234,141,565,116
7231,300,410,340,482,0,228,16
7233,12,143,341,326,331,59,96
7234,0,277,158,131,100,822,297
7235,7,19,231,691,178,266,83
7238,0,20,0,0,0,319,0
7240,0,0,0,0,14,58,25
7241,0,11,72,0,0,0,0
7242,0,11,0,9,0,0,0
7244,0,0,0,368,303,1541,183
7245,0,0,0,0,297,323,0
7246,283,355,476,2007,722,2268,1530
7247,0,69,45,419,183,640,171
7248,0,105,30,326,410,1108,824
7249,0,81,0,165,71,0,0
7250,0,0,30,94,0,0,0
7252,128,0,0,259,470,163,5
7253,0,300,137,516,197,1441,433
7254,125,277,379,348,143,1194,640
7255,235,310,141,384,238,104,245
7256,136,199,125,131,433,1171,223
7257,110,533,635,532,398,482,630
7258,0,91,107,115,157,0,637
7259,12,148,75,177,175,325,170
7260,177,242,322,268,208,680,219
7261,299,106,25,125,0,210,201
7262,10,271,337,167,24,488,534
7263,147,538,251,1508,166,596,441
7264,102,308,412,1087,418,720,266
7265,0,0,76,411,338,554,339
7270,0,0,25,25,0,0,0
7271,0,132,30,94,14,0,64
7272,24,13,211,526,812,940,371
7273,0,16,17,84,74,40,434
7274,41,968,668,758,528,52,234
7276,250,423,0,326,0,71,167
7277,38,534,176,268,96,0,86
7278,63,412,681,539,112,50,330
7279,65,88,0,198,70,26,104
7280,13,293,324,198,135,296,78
7281,20,219,146,1102,756,1276,387
7282,0,244,472,748,324,828,361
7283,0,47,199,962,443,314,351
7284,57,321,335,819,510,490,1075
7285,0,219,330,795,175,136,118
7286,114,317,692,514,237,346,733
7287,0,483,444,1000,575,431,907
7288,0,67,111,1135,283,111,489
7289,129,216,119,403,62,0,371
7290,90,137,132,301,193,77,202
7291,0,407,171,193,76,14,195
7292,34,129,143,214,10,22,68
7293,96,120,317,271,267,370,52
7294,90,779,575,584,52,13,350
7295,0,37,57,406,0,0,54
7296,59,336,255,272,94,0,317
7297,71,368,276,918,52,402,570
7298,0,0,0,27,0,330,0
7299,0,0,0,0,0,28,0
7300,0,0,35,479,239,861,434
7301,232,199,83,1099,143,132,517
7302,0,83,165,476,37,24,61
7305,0,10,18,0,0,126,188
7306,0,9,0,0,54,13,9
7307,0,0,39,0,10,100,0
7308,0,0,18,10,0,0,0
7309,0,18,11,30,0,149,111
7310,0,48,0,178,20,0,0
7311,6,18,384,1042,258,642,736
7312,0,0,735,1628,1166,1805,1271
7313,0,370,513,705,186,456,352
7314,61,166,236,405,24,34,177
7315,0,29,21,6,0,0,107
7316,23,668,214,241,177,217,129
7321,0,6,23,198,26,265,237
7322,0,22,0,206,334,173,487
7323,0,0,0,0,0,222,0
7324,0,167,396,35,0,48,258
7325,0,47,83,124,209,160,383
7326,243,447,146,60,63,95,92
7327,0,229,254,363,337,0,525
7328,57,78,255,157,123,0,290
7329,19,107,219,135,31,96,164
7330,0,52,58,228,69,288,248
7331,0,0,0,163,28,15,11
7332,62,30,69,266,0,0,252
7333,0,0,81,151,93,0,28
7334,158,502,235,251,178,191,117
7335,0,12,196,817,630,362,895
7336,0,0,0,0,22,0,0
7340,11,43,68,176,0,36,167
7341,0,0,0,46,148,0,110
7342,0,0,0,0,0,0,12
7348,0,0,0,140,0,333,0
7357,171,150,136,137,124,0,104
7359,38,484,203,1047,788,2692,972
7360,10,201,295,625,346,362,53
7361,0,441,643,1092,908,1321,307
7362,28,59,237,317,301,1143,825
7363,0,95,126,284,505,1086,693
7364,0,62,21,240,189,664,889
7365,108,311,111,448,0,0,58
7366,82,427,101,524,542,60,277
7367,0,413,495,227,209,26,478
7368,15,260,204,1028,169,0,138
7370,0,20,162,306,116,0,240
7371,0,5,0,0,0,0,63
7372,33,558,182,420,66,0,93
7373,0,13,7,510,13,173,13
7375,0,0,0,0,143,6,0
7376,31,1023,219,223,410,66,86
7377,0,0,0,28,0,0,0
7378,0,77,17,347,95,128,350
7379,42,0,193,603,88,473,282
7381,0,0,10,84,191,512,85
7382,0,0,0,0,0,0,66
7383,0,0,13,22,35,0,51
7384,0,28,0,0,0,0,0
7385,0,0,0,78,0,62,20
7386,0,28,60,0,0,20,0
7387,55,190,65,87,0,0,0
7388,13,70,82,70,0,88,139
7389,163,1136,396,325,149,179,352
7390,37,406,228,45,85,249,186
7391,0,0,29,0,0,240,0
7392,0,88,136,173,117,327,117
7393,20,344,243,530,717,793,425
7394,28,646,393,534,135,592,763
7395,52,382,409,361,405,460,661
7396,18,295,13,770,235,241,423
7397,0,40,0,179,0,373,390
7398,27,34,299,167,492,855,403
7399,0,136,541,91,648,424,140
7400,0,66,362,283,238,174,647
7401,0,77,36,288,99,0,37
7402,0,0,180,611,0,213,436
7403,172,1195,142,254,166,125,19
7404,27,128,199,386,511,431,412
7405,0,117,294,1849,693,723,358
7406,0,276,277,92,536,156,181
7407,0,317,99,106,232,20,312
7408,61,698,286,410,213,634,132
7409,68,250,253,119,0,142,116
7410,0,24,331,735,143,265,292
7411,38,150,13,39,0,0,58
7414,0,144,293,421,0,179,55
7415,0,19,295,953,566,533,168
7416,0,0,0,0,34,0,112
7417,0,24,0,147,0,132,15
7418,0,18,0,0,0,29,0
7419,0,0,0,146,0,114,0
7420,0,25,11,30,0,0,0
7422,0,0,0,92,0,0,0
7423,0,96,0,0,22,301,133
7424,0,0,0,0,0,0,22
7425,0,8,12,0,0,138,22
7426,0,0,0,72,222,83,134
7427,0,0,0,0,0,34,0
7428,0,22,28,0,55,57,0
7429,0,0,0,83,0,0,28
7430,0,0,0,0,0,71,6
7433,0,78,0,0,0,0,0
7434,0,49,149,35,19,135,313
7435,0,0,0,0,74,0,37
7436,0,0,0,0,0,83,93
7438,0,0,0,0,0,0,12
7441,0,0,15,0,0,0,0
7442,0,17,113,190,28,1160,37
7445,0,0,0,12,0,0,0
7446,0,0,0,0,183,0,0
7447,0,234,224,217,124,345,413
7448,0,0,42,97,476,0,0
7449,4,0,0,19,0,0,12
7450,0,19,22,66,0,10,0
7451,37,203,576,1110,1054,1248,338
7452,0,82,113,0,0,0,143
7453,0,0,0,0,0,22,0
7454,0,0,120,0,0,0,0
7455,0,0,109,0,29,0,0
7456,0,14,77,346,0,0,0
7457,0,0,0,246,0,0,0
7458,0,141,28,315,96,680,274
7459,0,0,0,19,0,0,0
7460,0,24,214,0,0,0,0
7461,0,0,0,0,94,63,22
7462,0,0,40,0,0,0,0
7463,0,44,0,0,0,13,234
7465,0,7,44,166,336,647,362
7466,18,97,872,1515,1137,2589,1097
7467,0,0,0,0,0,18,0
7469,0,0,0,0,0,240,0
7470,0,0,0,174,266,62,33
7472,0,123,0,210,53,447,436
7473,0,0,0,55,0,152,127
7475,0,0,74,92,0,500,9
7477,0,0,167,179,103,377,494
7478,0,166,40,564,236,664,822
7479,26,112,360,570,961,399,385
7480,0,9,0,11,0,0,0
7481,0,0,0,0,0,0,82
7482,0,0,0,6,0,0,59
7483,0,0,0,48,0,0,0
7484,0,0,0,57,28,23,215
7485,13,0,97,127,36,143,53
7487,0,0,45,0,0,0,0
7488,0,0,0,0,0,97,0
7490,0,0,0,0,0,0,76
7491,0,0,0,22,0,53,331
7492,0,23,0,0,78,15,66
7493,0,0,28,0,0,29,0
7494,0,4,142,677,225,477,447
7495,0,0,0,0,0,452,0
7496,0,0,24,0,0,72,18
7497,0,0,19,0,0,0,0
7498,0,27,52,57,61,175,99
7502,19,0,0,0,0,0,0
7503,0,0,0,51,29,489,4
7504,0,0,0,0,0,0,229
7505,0,0,31,30,0,0,0
7506,0,0,70,274,60,308,283
7508,0,0,22,0,0,41,0
7509,0,0,0,10,0,221,136
7510,0,19,0,60,0,0,0
7512,43,47,0,79,0,63,12
7513,20,64,119,471,520,702,130
7514,35,308,1238,1461,329,931,1042
7516,0,0,0,43,0,11,0
7517,25,91,225,604,134,1143,25
7518,30,0,0,17,10,19,0
7519,0,29,30,0,0,291,60
7520,0,103,10,14,0,0,195
7521,22,17,31,96,0,108,106
7522,0,4,34,0,0,74,0
7523,0,53,5,0,0,0,0
7524,0,24,22,188,0,961,453
7525,0,31,30,98,0,0,0
7526,0,21,0,42,0,0,0
7527,0,0,0,345,0,96,155
7528,0,68,0,0,267,0,47
7529,0,0,0,133,0,0,21
7530,0,12,0,0,100,0,46
7531,0,0,41,0,0,0,0
7532,0,0,0,0,0,0,138
7533,0,0,0,17,0,0,63
7534,0,9,92,0,47,0,228
7535,0,0,0,0,0,141,0
7536,0,64,115,173,159,323,287
7537,0,0,0,230,0,87,96
7539,0,0,0,0,0,72,52
7540,0,0,0,0,47,0,439
7541,0,0,0,0,0,0,335
7542,0,0,14,33,0,340,0
7543,0,0,21,81,211,29,37
7544,0,26,0,0,29,0,238
7545,0,0,25,90,62,76,289
7546,0,0,0,0,0,0,286
7547,30,40,122,266,156,60,224
7548,13,649,1065,3204,590,1727,694
7549,53,107,144,429,188,181,51
7550,0,0,0,0,0,100,22
7551,0,0,0,43,0,0,0
7552,0,20,32,62,0,0,0
7553,18,0,129,28,0,0,66
7554,0,0,0,24,0,0,30
7555,0,131,0,162,0,0,138
7557,23,0,55,32,28,0,182
7559,0,20,0,171,0,365,218
7560,0,16,19,11,145,555,425
7561,0,0,0,0,259,0,0
7562,0,0,0,27,0,120,217
7563,0,4,0,0,0,38,58
7565,0,25,81,48,0,161,139
7566,0,20,0,31,0,122,0
7567,0,0,0,30,26,169,0
7568,0,0,0,0,0,86,31
7569,0,40,95,0,44,96,26
7573,0,0,159,0,177,24,12
7575,0,0,0,0,27,0,0
8001,0,18,0,30,0,0,11
8006,0,0,0,0,0,240,0
8010,0,26,42,446,250,441,252
8011,0,0,485,181,797,895,633
8012,0,0,103,991,415,699,568
8013,0,92,221,460,174,561,81
8014,41,21,172,162,0,0,31
8015,381,164,660,1883,613,200,344
8017,0,27,216,0,0,0,303
8018,0,52,210,131,143,247,281
8019,0,0,0,354,286,251,147
8021,0,0,114,421,239,88,0
8022,53,441,25,536,154,83,288
8023,70,82,237,217,268,514,397
8024,0,466,168,420,1095,666,823
8025,0,44,134,138,25,81,265
8026,0,159,30,399,263,72,734
8027,0,0,0,16,0,49,0
8029,0,49,26,288,0,371,109
8030,0,0,0,0,0,0,13
8032,17,42,22,76,0,0,102
8033,145,232,298,329,19,95,152
8034,0,76,128,0,58,31,53
8035,26,111,16,7,87,172,52
8036,0,0,0,36,0,74,196
8037,28,148,116,81,256,131,61
8038,18,104,124,306,0,286,446
8039,0,26,99,0,0,0,0
8040,0,0,0,176,36,150,0
8042,0,87,34,207,105,493,300
8043,0,155,207,93,36,1260,141
8044,0,65,37,0,28,0,134
8045,0,66,0,35,0,0,0
8046,0,43,18,30,0,28,0
8047,0,84,119,83,75,0,9
8048,0,103,62,26,0,29,99
8049,0,182,209,422,0,122,166
8050,0,0,0,70,116,47,0
8051,260,199,455,172,32,81,106
8054,0,0,0,0,0,0,25
8056,0,0,108,0,0,0,69
8058,0,0,0,0,0,54,0
8059,198,0,0,0,0,0,0
8061,0,0,0,0,0,754,24
8062,0,0,0,136,40,550,80
8063,0,0,0,79,138,581,216
8064,9,0,0,14,0,0,0
8065,0,10,0,59,9,50,69
8066,0,72,167,380,168,104,278
8067,50,0,0,64,176,446,0
8068,0,0,56,26,42,0,335
8069,0,357,275,632,774,703,667
8070,0,63,0,0,0,0,0
8071,0,51,4,187,60,135,245
8072,80,131,131,1332,322,1151,614
8073,334,176,126,547,714,980,163
8074,128,35,160,82,0,0,64
8075,0,20,158,0,367,127,0
8076,0,49,423,351,382,512,473
8078,27,142,70,64,86,123,109
8079,125,0,0,336,0,131,95
8080,176,0,130,73,105,441,282
8081,0,0,95,0,123,281,290
8082,0,0,162,80,169,333,233
8083,67,0,336,0,0,0,20
8085,0,27,88,193,49,401,315
8088,0,22,21,283,59,45,145
8089,69,0,0,0,213,189,57
8091,102,118,75,57,0,0,158
8092,255,146,57,438,173,63,216
8093,144,56,207,0,85,177,51
8096,288,466,53,476,79,44,85
8097,19,66,209,354,97,40,312
8098,0,36,78,333,0,617,207
8099,0,0,109,299,354,924,186
8100,61,10,0,252,47,775,231
8102,38,378,489,662,493,663,418
8103,13,73,82,79,39,434,178
8104,0,16,14,77,105,33,9
8105,0,72,272,198,73,289,68
8106,0,0,16,64,0,129,13
8107,0,83,66,256,0,16,32
8108,0,90,16,188,46,75,248
8109,0,0,31,277,25,227,167
8111,0,235,146,450,7,257,313
8112,31,0,104,11,0,0,0
8113,0,0,0,0,0,41,0
8114,0,0,0,20,0,0,0
8115,119,0,61,41,0,0,0
8117,62,93,157,25,37,0,74
8118,0,237,0,0,0,0,0
8120,32,314,51,117,0,0,0
8121,0,94,0,32,0,68,49
8122,71,41,37,156,61,133,0
8123,0,7,0,233,0,71,0
8124,0,0,96,31,0,24,0
8125,11,78,262,472,162,164,158
8126,0,99,35,4,138,405,0
8127,160,343,157,517,225,327,103
8128,0,73,54,428,332,350,204
8129,0,18,0,158,85,219,82
8130,87,62,240,413,375,71,362
8131,0,110,78,28,0,144,44
8132,0,10,0,160,0,0,25
8133,31,47,0,0,0,0,0
8134,0,0,0,395,27,0,22
8136,17,256,315,106,0,0,226
8137,17,0,0,0,0,0,38
8139,19,59,49,395,241,259,114
8141,52,113,79,74,0,0,63
8142,0,0,0,10,0,0,0
8148,255,169,123,244,24,278,458
8149,61,628,429,103,0,0,0
8151,35,32,38,0,0,0,102
8152,0,131,517,281,137,29,177
8153,26,691,502,323,0,0,0
8154,372,153,96,694,24,264,169
8155,0,100,18,0,0,59,18
8156,7,7,0,16,0,0,0
8157,12,0,189,28,0,42,21
8159,0,9,36,0,0,0,0
8160,369,215,152,194,0,24,204
8161,0,0,51,162,34,122,95
8162,60,272,0,133,16,27,122
8163,0,0,11,0,0,0,0
8164,0,0,305,974,40,466,0
8166,0,314,453,194,241,76,79
8167,0,24,162,33,269,0,0
8168,0,267,106,226,417,391,252
8170,0,31,574,843,63,37,56
8171,0,0,37,224,610,767,550
8173,340,916,719,830,101,0,321
8174,46,194,0,292,52,123,223
8177,0,47,150,99,184,472,287
8178,28,0,207,494,138,605,275
8180,0,212,34,700,303,169,387
8181,0,69,110,0,13,0,0
8182,0,21,212,545,130,255,449
8198,0,0,0,0,0,0,25
8200,0,0,0,25,0,0,0
8203,0,0,0,26,0,0,0
8204,0,0,0,0,0,157,0
8205,0,0,24,0,0,0,0
8207,0,0,0,27,0,57,0
8301,0,15,0,0,99,154,0
8302,0,0,0,0,0,68,0
8303,0,0,46,166,13,482,130
8304,0,21,0,0,21,269,21
8305,15,0,39,78,71,82,240
8306,0,21,39,17,0,60,197
8307,0,0,0,479,0,69,0
8308,0,22,136,116,142,121,82
8309,0,0,0,0,0,0,35
8310,0,80,15,31,0,39,0
8311,0,0,0,0,0,39,0
8312,0,13,0,70,0,134,0
8313,21,0,0,13,39,399,495
8314,0,245,86,366,51,421,263
8315,108,301,0,34,0,403,0
8316,0,0,0,0,0,0,21
8317,0,0,0,0,0,0,21
8318,0,24,0,54,0,0,0
8319,20,0,0,0,0,0,19
8320,0,0,0,480,0,79,16
8321,0,0,20,0,0,262,0
8322,0,0,0,240,0,0,0
8325,0,0,0,0,0,24,0
8327,0,43,0,179,0,30,0
8328,0,11,0,50,0,20,0
8329,0,10,0,20,10,278,0
8331,0,139,22,0,0,0,139
8332,0,0,0,45,0,0,19
8333,0,0,0,0,0,0,22
8334,0,20,30,0,0,106,20
8335,9,0,20,158,141,298,332
8337,0,0,22,0,107,45,22
8338,0,19,0,0,0,30,89
8339,0,0,0,0,24,0,0
8340,0,0,20,318,340,130,35
8341,0,0,91,0,110,20,0
8342,0,209,20,83,20,0,150
8343,0,43,0,338,86,75,72
8344,62,451,589,1090,585,2273,1057
8346,0,0,0,32,72,183,0
8347,0,0,20,0,466,70,0
8348,0,24,60,58,152,187,297
8349,0,0,17,170,0,138,0
8350,19,413,33,113,71,376,136
8351,103,1293,2136,3461,1911,2935,1863
8352,0,37,0,0,0,0,0
8353,0,59,348,184,0,205,189
8354,0,20,93,85,55,111,111
8355,0,0,41,31,131,129,93
8356,0,144,0,0,104,0,13
8357,10,171,161,96,62,342,199
8359,0,0,0,52,0,30,0
8361,60,46,0,17,0,143,66
8362,0,51,10,103,38,371,80
8363,0,0,20,0,0,30,66
8364,0,29,9,37,62,75,0
8365,16,428,337,1034,1117,1892,1021
8366,0,72,0,45,139,383,0
8368,0,0,0,60,0,0,0
8369,0,19,0,65,35,69,341
8370,0,0,82,86,29,483,291
8371,0,0,17,0,21,69,0
8372,0,0,0,77,256,46,200
8373,0,53,40,76,507,293,163
8374,0,37,0,103,0,66,215
8375,0,39,57,283,70,334,180
8376,0,23,470,166,27,623,431
8377,0,0,0,60,59,322,0
8378,0,0,0,14,0,15,19
8379,0,0,0,0,21,138,78
8380,36,222,265,891,1026,1350,1027
8401,8,443,235,1265,790,1620,1141
8402,86,1004,623,698,226,440,1144
8403,209,410,1393,2591,1609,2810,1972
8404,251,602,492,1432,256,383,717
8405,0,8,543,1179,586,677,487
8411,22,217,169,522,799,1196,568
8412,255,1164,1578,1365,1659,807,959
8413,152,271,506,544,655,1254,412
8414,0,422,425,558,1077,108,319
8415,63,276,789,1412,908,3023,1885
8416,0,216,78,296,581,418,1680
8417,5,47,238,503,445,1002,380
8501,497,713,637,804,338,688,444
8502,141,40,22,163,0,0,16
8503,0,166,14,138,0,0,24
8504,132,809,202,391,251,47,245
8505,234,510,961,1386,392,222,859
8506,250,718,399,566,45,635,442
8507,189,417,833,1756,646,1509,1213
8508,114,639,457,982,529,848,548
8509,80,612,718,827,475,379,173
8510,87,418,33,118,207,67,99
8511,4,48,154,840,618,903,817
8512,8,339,985,1335,390,629,722
8513,5,127,419,1684,592,645,666
8514,0,18,0,0,0,0,0
8515,55,674,333,1918,271,647,569
8516,262,914,1165,1524,434,255,639
8517,17,143,287,887,226,1313,1451
8518,130,839,937,2028,498,768,1843
8519,0,135,301,0,0,32,0
8520,67,533,214,920,397,411,274
8521,123,104,106,417,0,193,205
8522,401,659,1416,3718,1720,3408,2362
8523,197,1243,1855,4270,1860,3085,3159
8524,11,59,168,475,481,319,323
8525,11,434,274,572,108,204,174
8526,108,379,594,745,855,1395,719
8527,0,103,185,494,530,438,394
8528,39,503,631,1430,507,1465,710
8529,338,437,1843,1971,1725,1185,1299
8530,280,483,1120,2091,1291,3145,1471
8531,67,240,254,1072,995,1579,1224
8532,14,129,229,220,125,889,203
8551,40,115,587,514,363,625,379
8553,0,613,606,840,1086,999,842
8554,159,1029,1839,2253,1689,1553,1653
8555,0,338,383,1272,124,169,752
8556,128,349,243,427,169,412,654
8557,10,79,148,326,54,449,377
8558,0,442,113,901,170,151,326
8559,60,1244,1199,4119,2338,2021,726
8560,59,75,216,588,589,599,602
8561,24,198,254,87,233,606,416
8562,107,932,1019,2084,831,939,736
8563,470,429,1042,2976,934,1585,1661
8564,83,842,1232,1545,888,1014,2001
8565,0,220,432,1186,251,1340,591
8566,19,19,39,0,0,30,127
8567,196,631,1324,1691,952,1012,1197
8568,64,850,425,1392,512,702,712
8569,55,311,444,847,364,369,465
8570,141,1241,1484,994,593,766,962
8571,10,376,280,299,538,858,545
8572,20,1040,801,467,183,284,341
8573,7,0,31,290,162,97,83
8574,7,775,943,1056,356,524,752
8575,39,147,88,717,111,336,490
8576,106,903,592,897,282,170,486
8577,546,1158,1086,397,483,1214,924
8578,167,1177,673,1570,285,930,422
8579,0,16,141,184,128,87,15
8580,0,20,579,162,297,640,255
8581,46,144,448,562,138,851,303
8582,0,14,532,1539,352,1585,961
8583,130,417,519,779,1256,536,484
8584,0,560,103,397,370,1391,266
8585,43,287,626,1277,920,1499,1088
8586,14,222,287,270,593,663,377
8587,0,0,114,347,112,439,21
8588,23,52,415,669,42,1065,757
8589,81,440,851,661,232,346,921
8590,68,317,690,1042,424,367,722
8591,0,525,525,685,514,1833,1172
8592,0,74,257,1303,1699,1408,892
8593,0,880,313,853,365,607,808
8594,0,88,131,538,135,267,312
8595,77,223,1517,2208,972,762,1185
8596,60,236,210,236,108,264,304
8597,0,417,286,753,1066,1981,1507
8598,0,64,0,281,390,454,128
8599,0,123,154,728,767,218,675
8600,115,18,34,89,293,0,0
8601,0,507,534,762,891,717,283
8603,169,450,340,339,131,112,237
8604,22,154,293,745,174,659,298
8605,192,434,280,590,30,666,756
8606,0,48,14,71,30,97,355
8607,51,529,487,851,615,413,824
8608,0,123,142,305,621,927,289
8609,29,160,113,179,0,91,124
8610,72,589,473,374,282,444,561
8611,83,60,49,128,87,197,123
8612,0,169,156,38,38,0,184
8613,57,429,163,507,95,341,488
8614,0,800,823,2023,92,181,455
8615,17,210,327,436,199,222,219
8616,0,20,0,150,0,137,66
8617,60,26,21,313,31,161,89
8618,13,204,631,667,310,561,498
8619,0,17,290,1344,202,334,14
8620,0,0,0,0,25,0,37
8621,42,704,526,574,803,163,780
8622,0,0,243,0,0,0,0
8624,0,0,25,0,0,0,0
8626,0,0,8,0,13,0,0
8627,0,93,36,225,336,625,394
8628,53,34,13,0,24,131,25
8629,0,48,236,470,381,172,627
8630,0,27,98,157,379,247,89
8631,0,0,4,0,0,0,0
8633,0,37,664,83,49,66,117
8635,87,888,448,1819,983,2001,1077
8636,4,0,0,25,12,68,126
8637,33,4,17,104,240,51,94
8640,0,326,906,1183,1073,1531,271
8641,0,9,1385,912,280,283,255
8642,119,39,302,397,829,928,1061
8643,0,0,0,0,0,0,63
8644,58,0,0,0,0,0,0
8645,0,94,46,0,0,0,22
8646,75,372,312,1176,281,407,360
8647,0,33,141,426,269,384,338
8648,30,178,183,397,213,431,158
8649,37,322,315,305,662,944,289
8650,0,14,46,129,22,207,32
8651,79,170,472,1357,479,948,564
8652,0,144,25,145,0,102,87
8653,0,233,176,313,82,247,277
8654,0,16,106,69,215,141,11
8655,0,407,111,0,0,0,45
8656,0,173,392,326,194,1434,229
8657,41,244,187,144,107,543,616
8658,0,225,192,568,241,714,525
8659,144,261,214,375,197,191,230
8660,59,402,624,1307,1080,391,689
8661,0,101,164,224,193,43,357
8662,0,357,405,542,201,523,298
8663,48,265,517,802,692,502,585
8664,40,285,267,230,110,335,34
8665,103,461,287,791,562,360,735
8666,6,400,516,717,137,332,529
8667,124,0,72,0,0,0,0
8681,187,808,491,365,104,188,503
8682,500,1378,1967,2097,924,1566,1660
8683,182,1360,1509,2049,449,1006,1492
8684,436,1744,1339,1684,883,84,724
8685,0,387,227,780,0,284,634
8701,333,612,519,433,49,0,839
8702,0,179,22,249,124,226,352
8703,44,282,226,202,25,181,451
8704,47,678,1096,1807,964,617,1487
8705,32,780,837,1103,474,278,1071
8706,116,402,413,264,159,504,544
8707,315,960,1261,656,665,385,910
8708,48,449,775,1033,763,697,1620
8709,172,1282,1064,1558,581,814,1795
8710,23,256,110,589,38,53,472
8711,168,1648,1700,1795,923,1824,1595
8712,147,1085,1045,1263,534,537,1184
8713,20,445,704,1219,99,605,1026
8714,143,312,836,1458,303,622,725
8715,81,864,587,2359,1053,1273,1133
8716,51,276,574,885,325,1190,446
8801,24,62,34,110,43,150,47
8803,34,387,364,1078,229,147,793
8804,0,381,1000,844,453,173,750
8806,238,505,1065,449,233,95,423
8807,81,1552,1033,920,500,254,134
8808,72,567,222,1649,558,363,585
8809,397,622,926,1196,311,1572,847
8810,270,238,1064,859,766,634,332
8811,426,834,827,1175,352,494,836
8812,842,2528,1377,855,155,306,758
8813,191,1121,617,1252,244,561,563
8814,5,29,0,38,67,436,29
8815,23,218,559,1647,1102,1228,751
8816,186,824,1032,872,237,222,1128
8817,55,1499,493,684,59,30,275
8818,438,1201,695,488,171,364,232
8819,0,415,446,422,772,366,555
8820,36,40,214,565,449,278,83
8821,0,141,209,50,0,174,385
8822,146,1662,1039,2599,122,210,1050
